Shape,Color,Clarity,Carat Weight,Length_Width_Ratio,Depth,Table,Polish,Symmetry,Girdle,Culet,Length,Width,Height,Type,Price
Round,H,VS2,1.02,1.01,60.7,60,Excellent,Excellent,Medium to Slightly Thick,None,6.49,6.54,3.95,GIA,4140
Heart,D,VS2,1.01,1.19,61.5,58,Excellent,Excellent,Slightly Thick to Very Thick,None,5.77,6.84,4.21,GIA,4470
Princess,G,VS1,1.01,1,74.4,70,Excellent,Excellent,Thick,None,5.4,5.39,4.01,GIA,3470
Round,H,VS2,1,1,63.3,56,Excellent,Excellent,Medium to Slightly Thick,None,6.35,6.37,4.03,GIA,3930
Radiant,H,VVS2,1,1.25,71.8,69,Excellent,Excellent,Thick to Very Thick,None,6.25,5,3.59,GIA,4580
Heart,E,VVS2,1.4,1.13,55.2,61,Excellent,Very Good,Slightly Thick to Thick,Pointed,6.99,7.92,4.37,IGI Lab-Grown,1920
Princess,G,VVS1,1,1.01,71.6,74,Excellent,Excellent,Slightly Thick to Thick,None,5.5,5.43,3.89,GIA,3350
Heart,E,VS2,1.04,1.01,54.4,59,Good,Good,Extremely Thin to Medium,None,6.94,7.04,3.83,GIA,6090
Round,F,VS1,1.61,1,62,57,Excellent,Excellent,Slightly Thick,None,7.47,7.49,4.64,GIA Lab-Grown,1870
Princess,D,VS1,1.09,1,70.4,68,Excellent,Excellent,Thick,None,5.66,5.64,3.97,GIA Lab-Grown,1170
Radiant,H,VVS1,1,1.06,75.7,64,Excellent,Very Good,Thick to Very Thick,None,5.41,5.08,3.85,GIA,2780
Oval,D,VS1,1.04,1.44,62.7,57,Excellent,Very Good,Medium to Slightly Thick,None,8.2,5.71,3.58,GIA Lab-Grown,1050
Oval,H,VS1,1.01,1.39,62.8,61,Excellent,Very Good,Slightly Thick to Very Thick,None,7.78,5.58,3.51,GIA,3510
Princess,D,VS2,1.01,1.01,75.7,68,Excellent,Very Good,Thin to Thick,None,5.4,5.33,4.03,GIA,3740
Pear,E,VS2,1.01,1.58,60.6,61,Excellent,Very Good,Medium to Very Thick,None,8.87,5.62,3.4,GIA,4240
Cushion,E,VS1,3.51,1.01,68,64,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.81,8.73,5.94,IGI Lab-Grown,7480
Heart,E,VVS2,1,1.15,59.4,58,Excellent,Excellent,Medium to Thick,None,6.03,6.96,4.14,GIA,5390
Heart,G,VS2,1,1.16,57.5,60,Excellent,Excellent,Medium to Thick,None,6.12,7.12,4.1,GIA,3850
Radiant,E,VS1,1,1.08,73.4,66,Very Good,Good,Thick to Very Thick,None,5.78,5.35,3.93,GIA,3930
Marquise,E,VS1,1.29,1.9,59.6,62,Excellent,Excellent,Medium,Pointed,11.17,5.87,3.5,IGI Lab-Grown,1280
Round,H,VS2,1.01,1,61.7,59,Excellent,Excellent,Medium to Slightly Thick,None,6.41,6.43,3.96,GIA,3790
Oval,D,VS1,1.01,1.35,63.8,60,Very Good,Very Good,Slightly Thick to Thick,None,7.72,5.7,3.64,GIA,4820
Oval,E,VS1,1.1,1.49,61.7,60,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.53,5.74,3.54,IGI Lab-Grown,1070
Round,D,VS1,1.55,1,61.7,56,Excellent,Excellent,Medium,None,7.43,7.46,4.6,GIA Lab-Grown,1810
Heart,D,VVS2,1.58,1.11,55.7,60,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.31,8.15,4.54,IGI Lab-Grown,2670
Heart,D,VVS2,2.65,1.08,59.2,65,Excellent,Excellent,Medium to Thick,Pointed,8.68,9.38,5.55,IGI Lab-Grown,5590
Heart,E,VS1,1.52,1.12,56.1,57,Excellent,Excellent,Thin to Slightly Thick,Pointed,7.15,7.99,4.48,IGI Lab-Grown,1950
Marquise,E,VVS2,1.05,1.89,62.5,58,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.21,5.39,3.37,IGI Lab-Grown,1230
Oval,F,VS1,1.07,1.42,62,61,Excellent,Excellent,Medium,Pointed,8.25,5.79,3.59,IGI Lab-Grown,1070
Princess,F,VS1,1.11,1.01,69.5,69,Excellent,Excellent,Medium to Slightly Thick,Pointed,5.75,5.71,3.97,IGI Lab-Grown,1140
Heart,D,VS1,1,1.22,59.4,58,Very Good,Very Good,Thick to Very Thick,None,5.71,6.97,4.14,GIA,4430
Radiant,F,VS1,1.08,1.43,67.9,62,Excellent,Excellent,Medium,Pointed,7.2,5.05,3.43,IGI Lab-Grown,1110
Pear,D,VS2,1.02,1.53,62.6,63,Excellent,Very Good,Slightly Thick to Very Thick,None,8.61,5.62,3.52,GIA,3980
Cushion Modified,D,VS1,2.67,1.01,65.4,58,Excellent,Excellent,Medium to Thick,None,7.88,7.81,5.11,GIA Lab-Grown,4710
Oval,G,IF,1,1.3,66.5,58,Excellent,Excellent,Thick to Very Thick,None,7.21,5.55,3.69,GIA,5260
Pear,G,VVS1,1.01,1.6,59,57,Excellent,Excellent,Slightly Thick to Very Thick,None,8.91,5.56,3.28,GIA,4490
Princess,E,VS2,1,1.01,72.4,69,Excellent,Excellent,Medium to Slightly Thick,None,5.55,5.51,3.98,GIA,3520
Oval,E,VS1,1.07,1.45,62.8,60,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.25,5.7,3.58,IGI Lab-Grown,1040
Round,H,VS2,1,1.01,62.2,60,Excellent,Excellent,Medium to Slightly Thick,None,6.36,6.41,3.97,GIA,3750
Pear,D,VVS2,1,1.62,63.8,62,Excellent,Excellent,Thick to Very Thick,None,8.75,5.41,3.45,GIA,3860
Radiant,D,VS1,1.02,1.38,68.6,66,Excellent,Excellent,Medium,Pointed,7.07,5.12,3.51,IGI Lab-Grown,1090
Pear,G,VS2,1,1.68,63.3,57,Excellent,Very Good,Medium to Thick,None,9.06,5.4,3.42,GIA,4090
Heart,E,VS1,1.51,1.11,55.5,59,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.21,8.03,4.46,IGI Lab-Grown,1940
Oval,D,VS1,1.01,1.41,61.4,56,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.1,5.75,3.53,IGI Lab-Grown,1070
Emerald,H,VVS2,1,1.36,68.1,68,Excellent,Excellent,Slightly Thick to Thick,None,6.49,4.78,3.26,GIA,2700
Radiant,D,VS1,1.18,1.46,67.8,65,Excellent,Excellent,Slightly Thick to Thick,None,7.57,5.2,3.53,GIA Lab-Grown,1260
Pear,E,VS1,1.12,1.66,60.8,56,Excellent,Excellent,Medium,Pointed,9.65,5.81,3.53,IGI Lab-Grown,1120
Marquise,E,VVS2,1.09,1.91,63.4,57,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.35,5.41,3.43,IGI Lab-Grown,1280
Round,H,VS2,1.02,1,62.7,58,Excellent,Excellent,Medium to Slightly Thick,None,6.4,6.42,4.02,GIA,3800
Heart,D,VS1,1.69,1.11,56.3,63,Excellent,Excellent,Slightly Thick to Thick,Pointed,7.41,8.23,4.63,IGI Lab-Grown,2520
Heart,E,VS1,1.66,1.14,54.3,61,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.37,8.42,4.57,IGI Lab-Grown,2250
Round,D,VS1,1.59,1,61.1,56,Excellent,Excellent,Medium,Pointed,7.55,7.56,4.61,IGI Lab-Grown,1860
Radiant,H,VVS1,1.01,1.26,68.3,66,Excellent,Excellent,Thick to Very Thick,None,6.24,4.97,3.4,GIA,3690
Oval,F,VS2,1,1.32,64.7,63,Excellent,Very Good,Slightly Thick to Very Thick,None,7.46,5.65,3.66,GIA,4500
Oval,F,VS1,1.1,1.49,60.2,59,Excellent,Excellent,Medium,Pointed,8.69,5.83,3.51,IGI Lab-Grown,1050
Pear,D,VS1,1.03,1.57,63.4,61,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.77,5.58,3.54,IGI Lab-Grown,1120
Oval,E,VS1,1.06,1.44,61.1,59,Excellent,Excellent,Thin to Medium,Pointed,8.34,5.79,3.54,IGI Lab-Grown,1030
Cushion Modified,E,VS1,3.05,1.01,65.5,64,Very Good,Excellent,Medium to Thick,None,8.52,8.43,5.52,GIA Lab-Grown,6030
Princess,E,VVS2,1.09,1.01,71.3,67,Excellent,Very Good,Slightly Thick to Thick,None,5.64,5.58,3.98,GIA Lab-Grown,1200
Round,H,VS2,1.01,1,62.5,58,Excellent,Excellent,Slightly Thick,None,6.39,6.4,4,GIA,3990
Heart,D,VS1,1.01,1.12,53.7,63,Excellent,Very Good,Slightly Thick to Extremely Thick,None,6.41,7.16,3.84,GIA,5120
Round,E,VS1,1.56,1.01,61,57,Excellent,Excellent,Medium,Pointed,7.46,7.5,4.57,IGI Lab-Grown,1810
Princess,E,VVS2,1.02,1.02,73.3,65,Excellent,Excellent,Medium,Pointed,5.55,5.44,3.99,IGI Lab-Grown,1190
Round,H,VS2,1,1.01,62.5,56,Excellent,Very Good,Medium to Slightly Thick,None,6.34,6.38,3.98,GIA,3660
Pear,E,VS1,1.01,1.54,63.3,57,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.67,5.64,3.57,IGI Lab-Grown,1020
Emerald,H,VS2,1,1.36,68.5,68,Excellent,Excellent,Thick to Very Thick,None,6.45,4.76,3.26,GIA,2860
Pear,F,VS1,1.04,1.72,61.4,56,Excellent,Excellent,Thin to Thick,None,9.56,5.57,3.42,GIA Lab-Grown,1040
Radiant,G,IF,1.01,1.07,64.5,70,Excellent,Very Good,Medium to Slightly Thick,None,6.01,5.63,3.64,GIA,4940
Radiant,G,VS2,1.04,1.14,69.4,63,Very Good,Very Good,Slightly Thick,None,6.11,5.35,3.71,GIA,4150
Round,D,VS1,1.58,1,62.2,56,Excellent,Excellent,Medium to Slightly Thick,None,7.43,7.46,4.63,GIA Lab-Grown,1850
Oval,G,VS2,1.01,1.42,57,63,Very Good,Very Good,Slightly Thick to Very Thick,None,8.12,5.73,3.26,GIA,4300
Heart,G,VS2,1.5,1.13,59.6,59,Excellent,Excellent,Medium to Very Thick,None,6.86,7.72,4.6,GIA,7740
Heart,G,VS2,1,1.12,59.4,61,Excellent,Excellent,Slightly Thick to Thick,None,6.24,6.99,4.15,GIA,4000
Heart,E,VS1,1.59,1.15,56.6,62,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.16,8.24,4.66,IGI Lab-Grown,2040
Radiant,G,VS1,1.02,1.19,75.6,73,Very Good,Good,Slightly Thick to Very Thick,None,5.9,4.95,3.75,GIA,3700
Pear,F,VS1,1.08,1.75,59.4,61,Excellent,Very Good,Medium to Slightly Thick,Pointed,9.83,5.62,3.34,IGI Lab-Grown,1020
Pear,E,VS1,1.07,1.6,62.3,58,Excellent,Excellent,Medium to Thick,None,9.15,5.72,3.56,GIA Lab-Grown,1080
Radiant,H,VS1,1,1.26,68.4,66,Excellent,Excellent,Thick to Very Thick,None,6.29,4.99,3.42,GIA,3190
Heart,E,VS1,2.6,1.16,54.6,59,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.49,9.87,5.39,IGI Lab-Grown,4300
Heart,F,VS1,2.83,1.14,54.7,59,Excellent,Excellent,Medium to Thick,Pointed,8.82,10.02,5.48,IGI Lab-Grown,4260
Princess,E,VS1,1.11,1.01,70.5,66,Excellent,Excellent,Medium,Pointed,5.81,5.73,4.04,IGI Lab-Grown,1100
Round,D,VS1,1.55,1.01,61.6,59,Excellent,Excellent,Medium to Slightly Thick,None,7.39,7.43,4.56,GIA Lab-Grown,1810
Oval,D,VS2,1.01,1.42,64.5,60,Excellent,Very Good,Slightly Thick to Very Thick,None,7.72,5.44,3.51,GIA,4560
Oval,G,VS2,1,1.38,58.9,61,Very Good,Very Good,Thick to Very Thick,None,7.87,5.71,3.36,GIA,4260
Heart,F,VS2,1.6,1.17,59.2,59,Excellent,Excellent,Medium to Thick,None,6.94,8.11,4.8,GIA,8030
Emerald,H,VS1,1,1.33,65.4,69,Excellent,Excellent,Thick,None,6.55,4.93,3.23,GIA,2620
Pear,H,VS1,1.01,1.69,59.3,62,Excellent,Excellent,Slightly Thick to Thick,None,9.29,5.49,3.26,GIA,3930
Princess,H,VS2,1,1.03,73.3,73,Excellent,Excellent,Medium to Slightly Thick,None,5.69,5.5,4.03,GIA,2660
Radiant,F,VS2,1.01,1.29,69.3,66,Excellent,Excellent,Slightly Thick to Thick,None,6.66,5.18,3.59,GIA,3460
Heart,E,VVS2,2.08,1.16,57.7,60,Excellent,Very Good,Slightly Thick to Thick,None,7.68,8.91,5.14,GIA Lab-Grown,3550
Heart,D,VS1,1.13,1.15,59.4,60,Excellent,Excellent,Slightly Thick to Very Thick,None,6.2,7.13,4.23,GIA,4570
Round,H,VS2,1,1.01,62.3,58,Very Good,Excellent,Medium to Slightly Thick,None,6.33,6.38,3.96,GIA,3860
Pear,F,VS1,1.06,1.75,60.8,63,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.68,5.53,3.36,IGI Lab-Grown,1050
Heart,D,VVS1,1.01,1.12,59.1,59,Excellent,Very Good,Slightly Thick to Very Thick,None,6.16,6.89,4.07,GIA,7520
Radiant,H,VVS1,1.02,1.27,67.1,66,Excellent,Excellent,Medium to Slightly Thick,None,6.44,5.09,3.42,GIA,3390
Heart,F,VS1,1.69,1.14,55.2,66,Excellent,Excellent,Slightly Thick to Thick,Pointed,7.42,8.43,4.65,IGI Lab-Grown,2220
Pear,F,VS1,1.02,1.54,60.4,62,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.77,5.7,3.44,IGI Lab-Grown,1020
Pear,E,VS1,1.06,1.62,61.9,57,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.18,5.67,3.51,IGI Lab-Grown,1070
Cushion,D,VVS2,1.33,1.02,65.2,64,Excellent,Excellent,Medium to Slightly Thick,Pointed,6.53,6.4,4.17,IGI Lab-Grown,2200
Cushion Modified,D,VS1,2.72,1.01,66.7,61,Very Good,Excellent,Medium to Slightly Thick,None,8.21,8.12,5.42,GIA Lab-Grown,4550
Round,H,VVS2,1,1.01,64.8,58,Excellent,Very Good,Slightly Thick to Thick,None,6.14,6.22,4.01,GIA,3780
Radiant,E,VS1,1.07,1.42,67.5,65,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.17,5.05,3.41,IGI Lab-Grown,1080
Round,H,VVS2,1,1.01,64.2,56,Excellent,Very Good,Slightly Thick to Thick,None,6.19,6.26,4,GIA,3760
Oval,G,VS2,1.03,1.49,60.6,58,Excellent,Excellent,Slightly Thick to Very Thick,None,8.18,5.5,3.33,GIA,3510
Marquise,E,VVS2,1.02,1.98,64,61,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.24,5.17,3.31,IGI Lab-Grown,1200
Pear,F,VVS2,1.01,1.55,62.4,55,Excellent,Excellent,Thick to Very Thick,None,8.49,5.49,3.43,GIA,4500
Square Radiant,H,VVS1,1.02,1,70.4,56,Excellent,Excellent,Thick,None,5.78,5.76,4.06,GIA,5130
Pear,G,VS1,1.01,1.58,60.2,63,Excellent,Very Good,Slightly Thick to Very Thick,None,8.83,5.58,3.36,GIA,4700
Round,H,VS1,1,1.01,61.9,61,Excellent,Excellent,Medium to Slightly Thick,None,6.38,6.42,3.96,GIA,4100
Radiant,G,VS1,1.2,1.28,67.9,67,Excellent,Excellent,Slightly Thick to Thick,None,6.75,5.27,3.58,GIA,5490
Radiant,H,VS1,1.02,1.28,68.5,66,Very Good,Very Good,Thick to Very Thick,None,6.37,4.98,3.41,GIA,3210
Princess,G,VVS2,1.02,1.03,72.6,73,Excellent,Very Good,Slightly Thick,None,5.76,5.57,4.04,GIA,4030
Pear,H,IF,1.11,1.68,61.3,61,Excellent,Excellent,Medium to Thick,None,9.6,5.71,3.5,GIA,4570
Marquise,G,VVS2,1.2,2.07,62.6,59,Excellent,Excellent,Slightly Thick to Thick,None,11.31,5.46,3.42,GIA,4570
Round,H,VS2,1.02,1,62.3,58,Excellent,Excellent,Slightly Thick,None,6.39,6.42,3.99,GIA,4010
Princess,H,VVS2,1,1.02,74.6,70,Excellent,Very Good,Slightly Thick to Thick,None,5.39,5.31,3.97,GIA,2790
Heart,F,VS1,1.5,1.11,58.8,60,Excellent,Very Good,Slightly Thick to Very Thick,None,6.98,7.77,4.57,GIA,2790
Emerald,H,VS2,1,1.36,68.5,66,Excellent,Very Good,Medium to Thick,None,6.47,4.77,3.27,GIA,2670
Heart,E,VS1,1.59,1.13,53.7,67,Excellent,Excellent,Medium to Thick,Pointed,7.35,8.29,4.45,IGI Lab-Grown,2040
Round,E,VS1,1.56,1.01,61.5,57,Excellent,Excellent,Medium,None,7.43,7.48,4.58,GIA Lab-Grown,1780
Round,E,VS1,1.52,1,62,57,Excellent,Excellent,Medium,None,7.36,7.39,4.58,GIA Lab-Grown,1730
Radiant,F,VS1,1.1,1.42,68.4,62,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.19,5.06,3.46,IGI Lab-Grown,1130
Pear,E,VS1,1.04,1.65,63.5,58,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.2,5.56,3.53,IGI Lab-Grown,1050
Princess,E,VS1,1.15,1.02,72.6,69,Excellent,Excellent,Medium,Pointed,5.73,5.62,4.08,IGI Lab-Grown,1140
Oval,F,VS1,1.07,1.46,61.4,59,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.41,5.75,3.53,IGI Lab-Grown,1070
Princess,G,VS1,1.03,1,72.5,69,Excellent,Very Good,Slightly Thick to Thick,None,5.61,5.61,4.06,GIA,3580
Princess,D,VS1,1.15,1.01,70.9,65,Excellent,Very Good,Thick,None,5.77,5.71,4.05,GIA Lab-Grown,1170
Princess,E,VVS2,1.03,1.01,68.4,71,Excellent,Excellent,Medium to Slightly Thick,Pointed,5.55,5.51,3.77,IGI Lab-Grown,1200
Oval,E,VS1,1.08,1.46,62.7,60,Excellent,Excellent,Slightly Thick to Thick,None,8.34,5.73,3.59,GIA Lab-Grown,1050
Heart,E,VS1,3.08,1.11,56.9,60,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.22,10.21,5.81,IGI Lab-Grown,6720
Princess,D,VS1,1.02,1.03,69.2,66,Excellent,Excellent,Slightly Thick to Thick,None,5.69,5.5,3.81,GIA Lab-Grown,1100
Radiant,E,VS2,1.01,1.3,65.5,71,Excellent,Very Good,Thick,None,6.7,5.15,3.38,GIA,5360
Pear,E,VVS1,1.01,1.52,63.8,56,Excellent,Excellent,Slightly Thick to Very Thick,None,8.49,5.6,3.57,GIA,4920
Oval,F,VS2,1.01,1.38,64.6,62,Excellent,Very Good,Very Thick,None,7.51,5.44,3.51,GIA,4460
Pear,D,VS1,1.03,1.57,61.3,60,Excellent,Excellent,Slightly Thick to Thick,None,8.99,5.73,3.51,GIA Lab-Grown,1120
Pear,F,VS1,1,1.53,63.2,62,Very Good,Excellent,Medium to Thick,None,8.52,5.58,3.53,GIA,4340
Radiant,E,VVS2,1.09,1.46,66.4,62,Excellent,Excellent,Thick to Very Thick,None,7.39,5.06,3.36,GIA Lab-Grown,1250
Round,H,VS1,1,1.01,63.8,56,Excellent,Excellent,Medium to Slightly Thick,None,6.29,6.35,4.03,GIA,4120
Radiant,F,VVS2,1.02,1.49,66.3,63,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.29,4.9,3.25,IGI Lab-Grown,1260
Oval,E,VS2,1.01,1.39,62.4,57,Excellent,Excellent,Thin to Thick,None,7.88,5.66,3.53,GIA,4940
Oval,D,VS2,1.01,1.4,62,59,Excellent,Very Good,Slightly Thick to Thick,None,7.96,5.69,3.53,GIA,4870
Princess,G,VVS1,1.02,1.01,71.5,72,Excellent,Very Good,Thick,None,5.45,5.4,3.87,GIA,3480
Round,F,VS2,1,1.01,64.1,58,Excellent,Very Good,Medium to Slightly Thick,None,6.29,6.34,4.05,GIA,4130
Princess,E,VS1,1.18,1.02,73,66,Excellent,Excellent,Medium,Pointed,5.77,5.66,4.13,IGI Lab-Grown,1170
Pear,H,VVS2,1,1.49,59.6,61,Excellent,Very Good,Slightly Thick to Very Thick,None,8.6,5.76,3.43,GIA,4110
Pear,H,VS2,1,1.49,62.8,56,Very Good,Very Good,Medium to Very Thick,None,8.4,5.64,3.54,GIA,3000
Marquise,H,VS2,2.5,2.3,62.7,56,Very Good,Very Good,Thick to Very Thick,None,15.21,6.61,4.14,GIA,26630
Pear,F,VS1,1.03,1.71,61.2,61,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.43,5.52,3.38,IGI Lab-Grown,1030
Pear,D,VS1,1.03,1.7,63.5,59,Excellent,Excellent,Slightly Thick to Thick,None,9.28,5.46,3.47,GIA Lab-Grown,1120
Princess,E,VS1,1.01,1.02,72,73,Excellent,Excellent,Slightly Thick,None,5.61,5.5,3.96,GIA,3720
Pear,F,VS1,1.13,1.72,59.2,60,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.9,5.74,3.4,IGI Lab-Grown,1110
Heart,H,VVS2,1.27,1.12,59.7,58,Very Good,Excellent,Slightly Thick to Very Thick,None,6.65,7.42,4.43,GIA,5020
Marquise,E,VVS2,1.05,2.02,63.7,59,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.5,5.21,3.32,IGI Lab-Grown,1390
Radiant,D,VS1,1.09,1.42,66.6,64,Excellent,Excellent,Slightly Thick,Pointed,7.25,5.09,3.39,IGI Lab-Grown,1170
Oval,D,VS1,1,1.35,62.7,63,Excellent,Excellent,Slightly Thick to Thick,None,7.6,5.63,3.53,GIA,4720
Round,E,VS1,1.59,1,61.7,57,Excellent,Excellent,Medium,Pointed,7.47,7.5,4.62,IGI Lab-Grown,1850
Pear,E,VS1,1.07,1.57,61.9,61,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.04,5.77,3.57,IGI Lab-Grown,1080
Radiant,E,VS2,1.03,1.13,74.4,73,Very Good,Good,Thick,None,6.06,5.37,3.99,GIA,4300
Princess,E,VVS2,1.02,1.01,71,67,Excellent,Excellent,Slightly Thick to Thick,Pointed,5.44,5.41,3.84,IGI Lab-Grown,1190
Round,H,VS1,1.04,1,61.8,58,Excellent,Excellent,Medium to Slightly Thick,None,6.45,6.48,4,GIA,3640
Oval,E,VS1,1.09,1.47,61.9,59,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.46,5.75,3.56,IGI Lab-Grown,1060
Heart,G,VVS1,1,1.18,55.6,55,Excellent,Excellent,Medium to Very Thick,None,6.03,7.09,3.94,GIA,3690
Oval,G,VS2,1.12,1.43,61.8,63,Excellent,Excellent,Medium to Thick,None,8.44,5.92,3.66,GIA,4580
Oval,D,VS2,1.01,1.42,60,58,Excellent,Excellent,Thick to Very Thick,None,8.02,5.65,3.39,GIA,4390
Heart,D,VVS2,1.26,1.11,60.7,59,Excellent,Excellent,Medium to Slightly Thick,Pointed,6.61,7.32,4.44,IGI Lab-Grown,1630
Marquise,D,IF,1,1.88,63.4,57,Excellent,Excellent,Slightly Thick to Thick,None,10.04,5.33,3.38,GIA,7180
Heart,E,VVS2,3.02,1.11,56.5,62,Excellent,Very Good,Slightly Thick to Thick,None,9.05,10.07,5.69,GIA Lab-Grown,6480
Heart,F,VS1,2.01,1.1,54.8,61,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.09,8.9,4.88,IGI Lab-Grown,2740
Emerald,H,VS2,1,1.37,68.4,68,Excellent,Very Good,Slightly Thick to Thick,None,6.5,4.75,3.25,GIA,2670
Princess,H,VVS1,1.07,1.01,72.4,70,Excellent,Excellent,Thick,None,5.56,5.53,4,GIA,3510
Round,D,VS1,1.57,1,61.2,56,Excellent,Excellent,Medium,Pointed,7.5,7.53,4.6,IGI Lab-Grown,1840
Emerald,H,VS2,1,1.37,68.2,69,Excellent,Very Good,Slightly Thick to Thick,None,6.53,4.77,3.25,GIA,2660
Radiant,G,VS1,1.01,1.3,67.3,67,Excellent,Very Good,Slightly Thick to Thick,None,6.63,5.1,3.43,GIA,5040
Round,D,VS1,1.52,1.01,62.2,57,Excellent,Excellent,Medium to Slightly Thick,None,7.32,7.36,4.57,GIA Lab-Grown,1780
Marquise,F,VVS1,1.07,1.89,62.8,60,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.19,5.38,3.38,IGI Lab-Grown,1470
Oval,D,VS1,1.01,1.42,62.8,58,Excellent,Excellent,Medium to Thick,None,8.06,5.66,3.55,GIA Lab-Grown,1070
Heart,F,VVS2,1.62,1.15,58,61,Excellent,Excellent,Slightly Thick to Thick,None,7.09,8.18,4.75,GIA Lab-Grown,2440
Marquise,E,VS2,1.01,1.86,62.8,62,Excellent,Excellent,Slightly Thick to Thick,None,9.88,5.32,3.34,GIA,5550
Emerald,H,VS2,1.01,1.35,69.7,67,Excellent,Excellent,Slightly Thick to Thick,None,6.47,4.81,3.36,GIA,2560
Oval,F,VS1,1.01,1.41,58.6,65,Very Good,Very Good,Medium to Thick,None,8.04,5.72,3.35,GIA,5080
Oval,D,VS1,1.01,1.41,57,61,Excellent,Very Good,Slightly Thick to Thick,None,8.11,5.76,3.28,GIA,5080
Radiant,D,VS1,1,1.47,67.6,61,Excellent,Excellent,Slightly Thick to Thick,Pointed,7.17,4.88,3.3,IGI Lab-Grown,1070
Heart,G,VVS2,1.02,1.16,58,58,Excellent,Excellent,Slightly Thick to Very Thick,None,5.98,6.96,4.03,GIA,4730
Oval,E,VS1,1.05,1.48,63.3,61,Excellent,Excellent,Medium to Thick,None,8.34,5.64,3.57,GIA Lab-Grown,1030
Marquise,D,VVS2,1.04,2,61.9,60,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.56,5.28,3.27,IGI Lab-Grown,1330
Round,H,VS2,1,1.01,63.1,57,Excellent,Excellent,Medium to Slightly Thick,None,6.32,6.37,4,GIA,3900
Princess,G,VVS1,1.01,1.02,72.3,70,Excellent,Very Good,Medium to Slightly Thick,None,5.51,5.42,3.92,GIA,3470
Princess,G,VS1,1.08,1.02,72.4,70,Excellent,Excellent,Thick to Very Thick,None,5.56,5.47,3.96,GIA,4310
Oval,D,VS2,1,1.38,68.7,56,Excellent,Very Good,Very Thick to Extremely Thick,None,7.29,5.28,3.63,GIA,3970
Cushion Modified,D,VVS1,2.72,1,67.3,62,Excellent,Excellent,Slightly Thick to Thick,None,8.08,8.05,5.42,GIA Lab-Grown,6430
Princess,E,VVS2,1.01,1.04,74.2,69,Excellent,Excellent,Medium to Slightly Thick,Pointed,5.46,5.23,3.88,IGI Lab-Grown,1180
Pear,E,VS2,1,1.59,62.9,64,Excellent,Very Good,Thick to Very Thick,None,8.79,5.53,3.48,GIA,5020
Cushion Modified,G,VS2,1,1.06,67.9,57,Excellent,Very Good,Slightly Thick to Thick,None,5.77,5.42,3.68,GIA,2440
Heart,H,VVS1,1,1.17,59.3,61,Excellent,Excellent,Slightly Thick to Thick,None,6.05,7.07,4.19,GIA,4160
Heart,D,VS1,1.52,1.16,59.4,60.5,Excellent,Excellent,Slightly Thick to Thick,Pointed,6.92,8.03,4.77,IGI Lab-Grown,2250
Round,D,VS1,1.53,1,61.8,56,Excellent,Excellent,Medium to Slightly Thick,None,7.37,7.4,4.57,GIA Lab-Grown,1790
Heart,D,VS1,1.59,1.15,55.2,58,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.16,8.25,4.55,IGI Lab-Grown,2230
Princess,G,VVS1,1.02,1.03,71.1,72,Excellent,Excellent,Slightly Thick,None,5.72,5.53,3.93,GIA,3550
Heart,F,VS1,3.06,1.14,55.2,63,Excellent,Excellent,Medium to Thick,None,9.07,10.3,5.68,GIA Lab-Grown,5380
Round,E,VS1,1.57,1.01,62,56,Excellent,Excellent,Medium to Slightly Thick,None,7.43,7.47,4.62,GIA Lab-Grown,1790
Cushion Modified,F,VS1,2.1,1.01,66.5,65,Excellent,Excellent,Medium to Slightly Thick,None,7.48,7.43,4.94,GIA Lab-Grown,3050
